id,type,age_group,gender,daily_internet_hours,primary_activity,uses_facebook,num_social_media_accounts,exposed_to_bad_language,learned_bad_words,experienced_cyberbullying,cyberbullying_types,reported_incident,reported_to,mental_health_impact,received_school_education,awareness_level,impact_certainty
S3004,Student,13-17,Female,1,Studying,True,1,False,False,True,Exclusion,True,Friend,Insomnia,False,Low,Unsure
S3005,Student,13-17,Female,4,Studying,True,1,False,False,True,None,False,None,None,False,Medium,Unsure
S3006,Student,13-17,Male,4,Videos,True,1,True,True,True,Insults,False,None,Insomnia; Academic Decline,False,Low,Certain
S3007,Student,9-12,Male,2,Gaming,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3008,Student,13-17,Male,5,Gaming,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3009,Student,13-17,Male,6,Studying,False,3,True,False,True,Insults; Defamation,False,None,None,True,Medium,Certain
S3010,Student,13-17,Female,5,Studying,True,1,True,False,True,Insults,False,None,Academic Decline,True,High,Unsure
S3011,Student,13-17,Female,3,Chatting,True,1,False,False,True,Defamation; Threats,False,None,None,False,Low,Unsure
S3012,Student,13-17,Female,6,Videos,True,1,True,False,True,Insults; Defamation,False,None,Insomnia,False,Low,Certain
S3013,Student,9-12,Female,3,Chatting,True,1,True,False,True,Insults; Defamation,False,None,Depression; Anxiety,False,Low,Unsure
S3014,Student,13-17,Female,4,Videos,True,4,True,True,True,Insults,False,None,Academic Decline,False,Low,Unsure
S3015,Student,9-12,Female,0,Studying,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3016,Student,13-17,Female,2,Videos,True,1,True,False,True,Exclusion,False,None,None,False,Medium,Certain
S3017,Student,9-12,Male,2,Studying,True,4,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3018,Student,13-17,Male,5,Chatting,True,1,False,False,True,Insults,True,Friend,Insomnia,True,High,Certain
S3019,Student,13-17,Female,7,Studying,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3020,Student,9-12,Male,4,Videos,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3021,Student,13-17,Female,4,Videos,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3022,Student,9-12,Male,3,Social Media,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3023,Student,9-12,Female,3,Videos,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3024,Student,13-17,Female,4,Gaming,True,1,True,True,True,Exclusion; Threats,True,Family,Insomnia; Anxiety,True,Medium,Unsure
S3025,Student,13-17,Male,3,Studying,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3026,Student,13-17,Female,8,Chatting,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3027,Student,13-17,Male,6,Social Media,True,1,True,True,True,Defamation,True,Friend,None,False,Low,Unsure
S3028,Student,9-12,Male,0,Videos,True,2,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3029,Student,13-17,Male,3,Social Media,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3030,Student,9-12,Male,4,Social Media,True,1,False,False,True,Insults; Exclusion,False,None,Insomnia,True,High,Unsure
S3031,Student,13-17,Female,3,Gaming,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3032,Student,13-17,Female,4,Videos,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3033,Student,13-17,Female,3,Videos,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3034,Student,13-17,Female,2,Studying,True,1,False,False,True,None,True,Family,Depression,False,Low,Unsure
S3035,Student,13-17,Female,1,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3036,Student,13-17,Female,7,Studying,True,1,True,False,True,Defamation; Exclusion,True,Family,Insomnia; Academic Decline; Anxiety,False,Medium,Unsure
S3037,Student,13-17,Female,7,Studying,True,1,False,False,True,Defamation,True,Teacher,Depression,False,Medium,Unsure
S3038,Student,9-12,Female,1,Social Media,True,3,False,False,True,Insults; Defamation,False,None,None,False,Low,Unsure
S3039,Student,13-17,Male,2,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3040,Student,13-17,Male,5,Studying,False,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3041,Student,9-12,Male,0,Gaming,True,1,False,False,True,Insults; Exclusion,True,Family,Depression,False,Low,Unsure
S3042,Student,13-17,Female,7,Studying,True,3,True,False,True,Insults; Defamation; Threats,True,Family,Loss of Appetite,True,Medium,Unsure
S3043,Student,13-17,Female,5,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3044,Student,13-17,Female,4,Videos,True,1,True,False,True,Defamation,True,Family,None,True,High,Unsure
S3045,Student,13-17,Male,5,Studying,True,2,False,False,True,Insults; Defamation,False,None,Insomnia; Anxiety,True,Medium,Unsure
S3046,Student,9-12,Female,2,Chatting,True,3,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3047,Student,13-17,Male,2,Gaming,True,1,True,True,True,Insults,False,None,Depression; Loss of Appetite,True,High,Certain
S3048,Student,13-17,Male,2,Chatting,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3049,Student,9-12,Female,1,Studying,False,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3050,Student,13-17,Female,2,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3051,Student,13-17,Male,3,Studying,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S3052,Student,9-12,Female,4,Gaming,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3053,Student,13-17,Female,4,Social Media,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3054,Student,9-12,Male,4,Social Media,True,2,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3055,Student,13-17,Male,4,Studying,True,1,False,False,True,Defamation,False,None,Insomnia; Depression,False,Low,Unsure
S3056,Student,9-12,Female,2,Gaming,True,4,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3057,Student,9-12,Male,4,Chatting,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3058,Student,13-17,Male,4,Gaming,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3059,Student,13-17,Female,4,Gaming,True,1,True,True,True,Defamation,True,Family,Insomnia,False,Low,Unsure
S3060,Student,13-17,Female,2,Studying,False,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3061,Student,9-12,Male,3,Chatting,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3062,Student,13-17,Male,6,Studying,True,1,True,True,True,Insults; Sexual Harassment,True,Friend,Academic Decline; Depression,False,Low,Unsure
S3063,Student,13-17,Male,4,Studying,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3064,Student,13-17,Female,7,Studying,False,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3065,Student,13-17,Female,3,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3066,Student,13-17,Female,1,Gaming,True,1,True,False,True,None,False,None,Insomnia; Depression,True,High,Certain
S3067,Student,9-12,Female,1,Gaming,True,1,True,True,True,Insults; Defamation; Exclusion,False,None,None,False,Low,Certain
S3068,Student,9-12,Female,4,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3069,Student,13-17,Male,8,Gaming,True,3,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3070,Student,13-17,Male,5,Social Media,True,1,True,True,True,Insults,True,School Counselor,Depression,True,High,Certain
S3071,Student,13-17,Male,1,Social Media,True,2,True,False,True,Insults; Defamation,True,School Counselor,Loss of Appetite,True,Medium,Certain
S3072,Student,13-17,Female,4,Social Media,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3073,Student,13-17,Male,6,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3074,Student,13-17,Male,7,Chatting,False,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3075,Student,13-17,Female,4,Chatting,True,3,False,False,True,Defamation,False,None,None,False,Low,Certain
S3076,Student,9-12,Male,0,Chatting,True,1,True,True,True,Insults; Defamation; Threats,True,Teacher,None,False,Low,Unsure
S3077,Student,9-12,Male,1,Chatting,True,1,False,False,True,Insults,True,School Counselor,Insomnia,False,Low,Certain
S3078,Student,9-12,Female,3,Gaming,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3079,Student,13-17,Male,6,Chatting,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3080,Student,13-17,Female,6,Gaming,True,3,False,False,True,Exclusion,False,None,Depression,False,Low,Certain
S3081,Student,13-17,Male,8,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3082,Student,9-12,Female,0,Videos,True,1,True,True,True,Insults; Threats,False,None,Academic Decline; Loss of Appetite,True,Medium,Unsure
S3083,Student,13-17,Female,4,Studying,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S3084,Student,13-17,Male,3,Chatting,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3085,Student,13-17,Female,7,Gaming,True,1,False,False,True,Insults; Sexual Harassment,False,None,None,True,High,Certain
S3086,Student,13-17,Male,8,Chatting,True,1,False,False,True,Exclusion,False,None,None,True,High,Certain
S3087,Student,13-17,Male,4,Social Media,True,3,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3088,Student,9-12,Female,2,Gaming,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3089,Student,13-17,Female,1,Videos,True,1,False,False,True,None,False,None,None,False,Low,Unsure
S3090,Student,13-17,Male,4,Gaming,False,1,False,False,True,Threats,True,Friend,Insomnia; Academic Decline,False,Medium,Certain
S3091,Student,13-17,Male,8,Gaming,True,4,False,False,True,Insults; Threats,True,Teacher,None,False,Low,Certain
S3092,Student,9-12,Male,2,Studying,False,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3093,Student,9-12,Female,1,Studying,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3094,Student,13-17,Female,4,Chatting,True,1,True,False,True,None,True,Friend,Loss of Appetite,True,High,Certain
S3095,Student,13-17,Male,6,Chatting,True,3,False,False,True,Insults,False,None,None,True,High,Certain
S3096,Student,13-17,Female,1,Chatting,True,1,False,False,True,Insults; Defamation,False,None,Insomnia; Academic Decline,False,Low,Certain
S3097,Student,9-12,Female,0,Studying,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3098,Student,13-17,Female,2,Gaming,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3099,Student,9-12,Male,3,Studying,True,2,False,False,True,Insults; Defamation,True,Friend,None,False,Medium,Certain
S3100,Student,13-17,Female,7,Chatting,True,3,False,False,True,Defamation; Threats,True,School Counselor,Insomnia; Academic Decline,True,Medium,Certain
S3101,Student,9-12,Male,2,Studying,True,4,True,False,True,Defamation,True,School Counselor,Anxiety,True,Medium,Certain
S3102,Student,9-12,Female,0,Gaming,True,1,True,False,True,None,True,Friend,Depression; Anxiety,False,Low,Certain
S3103,Student,13-17,Male,3,Gaming,True,2,False,False,True,Insults; Defamation,False,None,Insomnia; Academic Decline,True,High,Certain
S3104,Student,9-12,Male,0,Chatting,True,1,False,False,True,Insults,True,School Counselor,None,False,Low,Unsure
S3105,Student,13-17,Male,4,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3106,Student,9-12,Female,3,Social Media,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3107,Student,13-17,Female,4,Studying,False,1,False,False,True,Insults; Defamation,False,None,Insomnia,False,Medium,Certain
S3108,Student,13-17,Female,4,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3109,Student,13-17,Female,8,Studying,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3110,Student,13-17,Male,7,Social Media,True,1,True,True,True,Insults; Defamation,False,None,Insomnia,False,Low,Unsure
S3111,Student,13-17,Male,2,Videos,True,1,False,False,True,Exclusion,False,None,None,True,High,Unsure
S3112,Student,13-17,Female,3,Gaming,True,1,False,False,True,Insults; Defamation; Sexual Harassment,True,School Counselor,Academic Decline,False,Low,Unsure
S3113,Student,9-12,Male,3,Chatting,True,3,True,True,True,None,False,None,Insomnia,False,Low,Certain
S3114,Student,9-12,Female,4,Chatting,True,1,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3115,Student,9-12,Female,1,Social Media,True,1,False,False,True,Insults,False,None,Insomnia,True,High,Unsure
S3116,Student,13-17,Male,2,Gaming,True,3,True,True,True,Insults; Defamation,False,None,Anxiety,False,Low,Certain
S3117,Student,9-12,Male,1,Gaming,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3118,Student,13-17,Female,3,Gaming,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3119,Student,13-17,Male,4,Videos,True,1,True,True,True,Insults; Defamation,True,Teacher,Insomnia; Anxiety,False,Medium,Unsure
S3120,Student,13-17,Male,1,Social Media,True,4,True,False,True,None,False,None,None,True,Medium,Unsure
S3121,Student,13-17,Male,8,Gaming,True,1,False,False,True,None,False,None,Loss of Appetite,False,Medium,Unsure
S3122,Student,13-17,Female,7,Videos,True,1,False,False,True,Defamation,True,Friend,Academic Decline,False,Medium,Certain
S3123,Student,13-17,Female,6,Studying,True,3,True,True,True,Insults; Defamation,True,Teacher,Insomnia,False,Low,Unsure
S3124,Student,9-12,Female,3,Gaming,True,3,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3125,Student,13-17,Male,3,Videos,True,1,False,False,True,Threats,True,Teacher,Academic Decline; Loss of Appetite,True,Medium,Unsure
S3126,Student,13-17,Male,4,Social Media,True,1,True,False,True,Insults,True,School Counselor,None,False,Medium,Unsure
S3127,Student,13-17,Female,7,Studying,True,1,True,False,True,Insults,False,None,Academic Decline,True,Medium,Certain
S3128,Student,13-17,Male,7,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3129,Student,9-12,Male,3,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3130,Student,13-17,Male,7,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3131,Student,9-12,Male,3,Studying,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3132,Student,9-12,Female,1,Social Media,True,1,True,True,True,Defamation; Threats,True,Teacher,None,True,High,Unsure
S3133,Student,9-12,Female,2,Gaming,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3134,Student,13-17,Female,8,Gaming,True,2,True,False,True,Insults; Defamation,True,Teacher,Anxiety,True,High,Certain
S3135,Student,9-12,Female,2,Chatting,True,1,False,False,True,Insults; Defamation; Exclusion; Threats,True,Friend,Insomnia,False,Low,Unsure
S3136,Student,13-17,Female,1,Gaming,False,1,False,False,True,None,True,Friend,None,False,Medium,Certain
S3137,Student,9-12,Female,1,Videos,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3138,Student,13-17,Male,8,Chatting,True,1,True,False,True,Insults,False,None,None,True,Medium,Unsure
S3139,Student,13-17,Female,2,Chatting,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3140,Student,13-17,Male,3,Social Media,True,2,True,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3141,Student,13-17,Female,4,Videos,True,1,False,False,True,Exclusion,False,None,Loss of Appetite,False,Low,Certain
S3142,Student,13-17,Male,3,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3143,Student,13-17,Female,8,Social Media,True,1,True,False,True,Insults; Exclusion; Threats,False,None,Depression,False,Low,Unsure
S3144,Student,13-17,Female,7,Social Media,False,3,True,True,True,Insults; Defamation; Exclusion,True,Family,Depression,False,Medium,Unsure
S3145,Student,13-17,Male,7,Gaming,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3146,Student,13-17,Male,4,Videos,True,1,True,True,True,Insults; Defamation,True,Teacher,Depression,False,Low,Unsure
S3147,Student,13-17,Female,4,Social Media,True,1,True,False,True,Insults; Defamation,False,None,Insomnia; Academic Decline; Loss of Appetite,False,Low,Unsure
S3148,Student,9-12,Male,4,Gaming,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3149,Student,13-17,Male,4,Chatting,False,1,False,False,True,Defamation; Exclusion,False,None,Academic Decline,False,Low,Unsure
S3150,Student,13-17,Male,7,Videos,False,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3151,Student,13-17,Female,2,Videos,True,4,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3152,Student,13-17,Male,1,Chatting,False,1,False,False,True,Defamation; Threats,True,School Counselor,Anxiety,False,Medium,Certain
S3153,Student,13-17,Male,1,Videos,True,4,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3154,Student,9-12,Female,4,Social Media,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3155,Student,13-17,Female,2,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3156,Student,9-12,Female,1,Chatting,True,1,False,False,True,Insults,False,None,Depression,True,Medium,Unsure
S3157,Student,9-12,Male,2,Studying,True,4,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3158,Student,9-12,Male,3,Chatting,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S3159,Student,13-17,Male,2,Videos,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3160,Student,13-17,Male,1,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3161,Student,13-17,Male,8,Studying,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3162,Student,9-12,Female,0,Studying,True,3,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3163,Student,13-17,Male,6,Gaming,True,4,False,False,True,Insults; Exclusion,True,Family,Insomnia; Anxiety,True,Medium,Unsure
S3164,Student,13-17,Male,1,Gaming,True,1,False,False,True,Insults,True,Teacher,Academic Decline; Depression,False,Low,Certain
S3165,Student,9-12,Female,2,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3166,Student,9-12,Female,3,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3167,Student,9-12,Male,3,Chatting,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3168,Student,13-17,Male,7,Social Media,True,1,False,False,True,Defamation; Exclusion; Threats,True,School Counselor,None,True,High,Certain
S3169,Student,9-12,Male,2,Social Media,True,4,False,False,True,Defamation; Exclusion; Threats,False,None,Anxiety,True,High,Certain
S3170,Student,13-17,Female,7,Chatting,True,2,True,False,True,Insults; Exclusion,False,None,None,False,Low,Unsure
S3171,Student,13-17,Female,6,Chatting,True,1,False,False,True,Insults; Threats,True,Family,Academic Decline,True,Medium,Certain
S3172,Student,9-12,Male,4,Social Media,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3173,Student,13-17,Female,3,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3174,Student,9-12,Male,3,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3175,Student,13-17,Male,1,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3176,Student,13-17,Female,5,Social Media,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3177,Student,13-17,Male,2,Social Media,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3178,Student,13-17,Male,1,Chatting,True,1,True,False,True,Defamation,False,None,Loss of Appetite,False,Low,Unsure
S3179,Student,9-12,Male,1,Videos,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3180,Student,13-17,Female,7,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3181,Student,13-17,Female,3,Studying,True,2,True,True,True,None,False,None,Depression; Anxiety,True,High,Certain
S3182,Student,9-12,Female,0,Studying,True,3,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3183,Student,9-12,Female,1,Chatting,True,2,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3184,Student,9-12,Female,3,Chatting,True,2,True,False,True,Defamation,True,School Counselor,Academic Decline,True,High,Unsure
S3185,Student,9-12,Male,0,Studying,True,3,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3186,Student,13-17,Female,4,Social Media,True,1,False,False,True,Insults,True,Teacher,None,True,Medium,Certain
S3187,Student,13-17,Female,4,Videos,True,2,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3188,Student,13-17,Male,2,Chatting,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3189,Student,13-17,Female,2,Social Media,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3190,Student,13-17,Female,2,Studying,True,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3191,Student,13-17,Female,5,Social Media,True,1,True,True,True,Insults; Defamation,False,None,Insomnia; Depression,False,Medium,Certain
S3192,Student,13-17,Male,1,Studying,False,1,True,False,True,Insults; Exclusion,False,None,Academic Decline,True,Medium,Unsure
S3193,Student,9-12,Female,3,Studying,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3194,Student,9-12,Female,1,Gaming,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3195,Student,13-17,Male,4,Videos,True,2,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3196,Student,9-12,Female,2,Gaming,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3197,Student,13-17,Male,7,Chatting,True,3,False,False,True,Insults; Threats,True,Teacher,None,True,Medium,Certain
S3198,Student,9-12,Male,3,Chatting,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3199,Student,9-12,Male,3,Gaming,True,1,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3200,Student,9-12,Male,3,Chatting,True,4,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3201,Student,13-17,Female,4,Videos,True,1,False,False,True,Insults,False,None,None,True,High,Unsure
S3202,Student,13-17,Male,8,Chatting,True,1,True,False,True,None,True,School Counselor,Insomnia,True,High,Certain
S3203,Student,9-12,Male,0,Social Media,True,1,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3204,Student,9-12,Female,1,Chatting,True,1,False,False,True,Insults,True,Friend,Depression,True,High,Certain
S3205,Student,9-12,Female,4,Videos,True,2,True,False,True,Insults; Defamation,True,Family,None,True,High,Certain
S3206,Student,9-12,Female,3,Studying,True,1,False,False,True,Insults; Exclusion,False,None,None,True,High,Unsure
S3207,Student,13-17,Female,5,Social Media,True,1,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3208,Student,9-12,Female,4,Chatting,True,1,False,False,True,Insults; Threats,True,Friend,Insomnia,True,Medium,Certain
S3209,Student,9-12,Female,1,Social Media,True,3,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3210,Student,13-17,Male,6,Videos,True,4,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3211,Student,9-12,Male,3,Videos,True,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3212,Student,13-17,Male,6,Chatting,True,4,True,True,True,None,True,Family,Insomnia; Depression,True,Medium,Unsure
S3213,Student,13-17,Female,4,Social Media,True,4,False,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3214,Student,13-17,Female,1,Studying,True,2,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3215,Student,13-17,Male,1,Social Media,True,1,False,False,True,Insults; Defamation,True,Teacher,Insomnia,False,Low,Certain
S3216,Student,9-12,Female,0,Gaming,True,1,False,False,True,Defamation,False,None,None,True,High,Certain
S3217,Student,13-17,Female,5,Social Media,True,4,True,True,True,Defamation; Exclusion,False,None,Academic Decline; Anxiety,False,Low,Unsure
S3218,Student,13-17,Male,8,Videos,False,1,False,False,True,Insults; Defamation,True,Teacher,None,True,High,Unsure
S3219,Student,9-12,Female,4,Videos,True,2,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3220,Student,9-12,Male,0,Gaming,True,4,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3221,Student,13-17,Female,8,Videos,True,4,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3222,Student,13-17,Female,6,Gaming,True,1,False,False,True,Insults; Defamation,True,Teacher,Insomnia; Academic Decline,False,Low,Unsure
S3223,Student,13-17,Male,6,Studying,True,2,True,False,True,Defamation,True,School Counselor,Loss of Appetite,True,Medium,Unsure
S3224,Student,13-17,Female,5,Studying,False,1,True,True,False,None,N/A,None,None,True,Medium,Not Applicable
S3225,Student,9-12,Female,0,Studying,False,1,True,False,False,None,N/A,None,None,True,Medium,Not Applicable
S3226,Student,13-17,Male,6,Chatting,True,1,True,False,True,None,True,Family,Academic Decline,True,Medium,Certain
S3227,Student,13-17,Male,4,Chatting,True,3,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3228,Student,13-17,Male,3,Chatting,True,1,True,False,True,Insults; Defamation,True,School Counselor,Insomnia; Depression,False,Low,Unsure
S3229,Student,13-17,Female,5,Social Media,True,1,True,False,False,None,N/A,None,None,True,High,Not Applicable
S3230,Student,13-17,Female,4,Studying,True,1,False,False,False,None,N/A,None,None,True,High,Not Applicable
S3231,Student,9-12,Female,1,Studying,True,4,True,True,False,None,N/A,None,None,False,Low,Not Applicable
S3232,Student,13-17,Female,4,Chatting,True,2,True,True,True,None,False,None,Academic Decline; Anxiety; Loss of Appetite,True,High,Unsure
S3233,Student,13-17,Female,2,Studying,True,1,True,True,True,None,True,Teacher,Anxiety,False,Low,Certain
S3234,Student,13-17,Female,2,Chatting,True,1,True,True,True,Insults; Defamation; Exclusion; Threats; Sexual Harassment,True,Friend,Academic Decline,False,Low,Certain
S3235,Student,13-17,Female,4,Studying,False,1,True,False,True,None,True,Friend,Academic Decline; Depression,False,Low,Unsure
S3236,Student,13-17,Female,1,Studying,True,1,True,False,True,None,True,Teacher,Insomnia,False,Low,Unsure
S3237,Student,9-12,Female,1,Studying,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3238,Student,13-17,Male,8,Chatting,True,1,True,True,True,Defamation; Threats,True,Family,Insomnia,False,Low,Unsure
S3239,Student,13-17,Male,3,Chatting,True,1,True,True,True,Insults,False,None,Academic Decline; Anxiety,False,Medium,Unsure
S3240,Student,13-17,Female,1,Social Media,True,2,True,True,True,Defamation,False,None,Academic Decline,True,High,Unsure
S3241,Student,9-12,Male,1,Social Media,False,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
S3242,Student,9-12,Female,2,Videos,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3243,Student,9-12,Female,3,Social Media,False,2,False,False,False,None,N/A,None,None,False,Medium,Not Applicable
S3244,Student,9-12,Female,2,Social Media,True,1,True,True,False,None,N/A,None,None,True,High,Not Applicable
S3245,Student,13-17,Male,6,Social Media,False,1,True,False,True,Threats,False,None,Insomnia,False,Low,Certain
S3246,Student,9-12,Female,3,Social Media,True,1,True,False,True,None,True,School Counselor,Academic Decline,False,Medium,Certain
S3247,Student,13-17,Male,5,Studying,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3248,Student,13-17,Male,6,Videos,True,1,True,True,False,None,N/A,None,None,False,Medium,Not Applicable
S3249,Student,9-12,Male,4,Social Media,True,1,True,False,False,None,N/A,None,None,False,Low,Not Applicable
S3250,Student,13-17,Female,1,Videos,True,1,False,False,True,Exclusion,True,Friend,Depression,True,High,Unsure
S3251,Student,9-12,Female,0,Videos,True,1,False,False,False,None,N/A,None,None,False,Low,Not Applicable
